"","AcoCtrl2","AcoCtrl3","AcoCtrl4","AcoDT1","AcoDT2","AcoDT3","AcoDT4","AcoCtrl1"
"Rbbp8nl",100,144,95,98,97,112,55,144
"Cables2",362,443,329,442,594,640,500,450
"Rps21",3536,5651,3316,3751,5351,3766,4475,4543
"Lama5",4433,5368,3790,2316,2511,3123,2430,6041
"Adrm1",2311,2613,1959,2341,3104,2931,2347,2725
"Osbpl2",1635,2755,1633,1891,2630,2107,1685,2364
"Hrh3",44,47,50,4,12,21,5,45
"Mtg2",854,985,700,621,842,821,639,900
"Ss18l1",425,546,366,247,451,441,292,615
"Psma7",3209,3677,2633,3824,4628,4224,3687,3280
"Lsm14b",1588,1625,1346,1169,1485,1516,1181,1615
"Taf4",842,1015,702,773,898,976,751,1012
"Cdh4",137,224,172,52,114,83,87,225
"4930591A17Rik",0,0,0,0,0,0,0,5
"Cdh26",1,4,4,3,3,0,0,9
"Fam217b",103,198,129,107,140,148,123,158
"Ppp1r3d",145,251,111,127,149,177,133,173
"Sycp2",20,31,23,11,17,47,21,25
"Phactr3",63,100,72,49,69,78,68,96
"Edn3",38,6,50,3,4,0,1,18
"Zfp831",35,28,39,10,8,8,12,27
"Prelid3b",1111,1335,898,1313,1806,1530,1255,1345
"Atp5e",1581,1869,1274,1157,1731,1203,1502,1665
"Tubb1",3,4,2,6,14,6,10,5
"Ctsz",0,0,0,0,0,0,0,0
"ND3",0,0,0,0,0,0,0,0
"Nelfcd",967,899,718,705,893,884,725,1008
"Gnas",11795,11437,9150,7614,10615,9608,8278,11200
"Npepl1",1633,1530,1103,1088,1488,1363,1097,1666
"Stx16",900,1187,821,762,903,768,678,1083
"Vapb",2734,3093,2408,2123,2834,2625,1926,3091
"1700010B08Rik",0,1,3,0,1,0,0,0
"Rab22a",1231,1585,1202,1864,2183,1953,1578,1701
"Ankrd60",0,0,0,0,0,0,0,0
"1700021F07Rik",0,0,1,1,0,0,1,0
"Pmepa1",1200,840,898,1330,2057,1643,1807,1452
"Zbp1",54,65,44,80,120,215,127,61
"Pck1",2019,1876,3276,2499,6357,5403,4162,3083
"Gm40011",2,1,2,1,0,1,0,1
"Ctcfl",1,5,4,0,3,2,0,4
"Rbm38",834,900,712,473,818,807,597,936
"Rae1",808,745,593,857,1013,1027,767,890
"Spo11",1,0,0,1,1,0,0,0
"Bmp7",2992,2983,1917,1260,1764,2023,1306,3206
"Tfap2c",1697,2071,1452,3008,3479,3240,2633,2056
"Fam209",0,0,0,0,0,0,1,0
"Gcnt7",0,0,0,0,2,0,0,0
"Rtf2",0,0,0,0,0,0,0,0
"Cass4",140,163,132,257,366,496,236,132
"Cstf1",619,826,585,746,878,857,756,798
"Aurka",148,164,105,413,370,394,295,205
"Fam210b",1019,1375,911,1096,1377,1352,944,1363
"Mc3r",0,0,4,4,1,5,4,0
"Cbln4",17,8,6,5,3,8,7,9
"Dok5",95,111,91,91,123,125,87,106
"Pfdn4",198,209,137,242,283,262,244,204
"Cyp24a1",0,0,2,3,2,2,22,0
"Bcas1",49,17,32,8,14,30,15,59
"Zfp217",1979,2607,1850,2430,2784,2700,2374,2347
"Tshz2",357,499,318,279,328,364,348,399
"Zfp64",674,840,515,568,720,601,531,693
"Sall4",15,16,16,4,7,6,9,15
"Atp9a",3552,4047,3197,1962,2940,2858,2153,3829
"Nfatc2",382,827,453,324,449,530,385,779
"Kcng1",15,20,21,2,3,8,2,21
"Mocs3",332,230,247,306,281,316,239,244
"Dpm1",1020,1081,832,867,1091,973,769,1145
"Adnp",2379,3313,2509,2725,3128,3402,2489,3211
"Pard6b",534,583,469,729,1002,786,735,600
"Ripor3",778,732,533,483,692,600,413,893
"Ptpn1",2588,3338,2275,3535,4587,4324,3814,3330
"Cebpb",3909,3753,2768,4132,6210,6286,4727,3181
"Tmem189",935,868,703,584,820,831,702,993
"Ube2v1",3507,3854,2896,3574,4513,4314,3414,3973
"Snai1",84,110,105,95,148,94,172,118
"Rnf114",1125,1370,1074,1188,1708,1855,1482,1241
"Spata2",613,786,585,553,667,618,543,715
"Slc9a8",932,1020,729,715,921,870,725,976
"B4galt5",613,750,614,675,964,861,861,719
"Ptgis",158,78,123,31,59,74,78,127
"Kcnb1",241,354,247,100,158,113,92,358
"Znfx1",1836,2595,1753,1726,2543,2937,2126,2277
"Ddx27",787,762,584,809,978,970,732,762
"Stau1",1946,2462,1806,1914,2437,2298,1912,2411
"Cse1l",2163,2190,1895,2942,3329,3302,2380,2359
"Arfgef2",2396,3422,2457,2888,3445,3436,2748,3303
"Trp53rkb",291,257,220,196,273,227,194,254
"Prex1",1105,1741,1190,1495,2045,2592,1839,1358
"Gm30733",0,0,0,0,0,0,0,0
"Sulf2",3433,2712,2471,2138,2738,3222,2483,3846
"Ncoa3",2031,3063,2113,2365,2893,2902,2538,2850
"Zmynd8",1678,2418,1563,1846,2302,2312,1753,2314
"Eya2",23,43,24,37,39,21,20,37
"Slc2a10",159,120,137,93,121,128,106,186
"Slc13a3",4,2,5,2,0,0,3,2
"Ocstamp",126,284,120,134,184,153,148,195
"Zfp334",144,146,150,95,161,121,104,211
"Zfp663",0,0,0,0,1,1,1,1
"Elmo2",1024,1223,776,1342,1677,1614,1385,1132
"Slc35c2",465,543,342,431,495,465,470,516
"Cdh22",110,134,108,75,88,56,83,93
"Cd40",250,217,190,138,207,221,185,178
"Ncoa5",708,818,608,683,794,818,609,743
"Slc12a5",31,35,26,23,23,29,28,26
"Mmp9",354,592,255,1100,1708,1597,7535,291
"Zfp335",881,1059,812,905,1152,1227,1003,1197
"Pcif1",1138,1526,1033,873,1240,1167,1029,1394
"Pltp",3772,2686,2399,1579,2642,3381,2889,3165
"Ctsa",4624,6951,4698,7841,9907,8341,7005,7411
"Neurl2",100,100,69,42,65,54,42,94
"Spata25",26,39,30,13,31,12,16,32
"Zswim1",377,425,281,288,400,406,316,425
"Zswim3",265,419,260,204,302,283,229,325
"Acot8",319,296,238,296,365,371,281,341
"Snx21",850,990,647,357,524,463,435,785
"Tnnc2",11876,12098,9623,2345,6927,4531,3223,11197
"Ube2c",134,112,103,537,579,545,434,153
"Dnttip1",362,436,289,429,544,497,391,482
"Wfdc3",193,247,156,71,81,79,98,161
"Spint5",0,0,0,0,0,1,0,2
"Spint4",0,0,0,0,0,0,0,0
"Wfdc13",0,0,0,0,0,1,1,0
"Wfdc10",0,0,0,3,3,4,4,0
"Eppin",0,0,0,0,0,2,0,0
"Wfdc6b",0,0,0,0,0,0,0,0
"Wfdc6a",1,0,2,0,2,1,0,0
"Wfdc2",211,282,120,57,107,149,75,134
"Pigt",2715,3201,2415,4069,5140,4655,3720,3991
"Dbndd2",1246,1150,1005,610,762,842,622,1485
"Trp53tg5",17,25,35,13,30,34,20,24
"Sys1",635,718,583,749,901,834,667,690
"Sdc4",9333,13265,8648,10054,12307,11048,9574,11506
"Rbpjl",5,6,9,13,14,14,16,6
"Matn4",50,61,52,92,118,102,83,66
"Slpi",483,667,522,8277,9804,9571,7644,772
"Svs5",0,0,0,0,0,0,0,0
"Svs6",0,1,1,3,12,6,1,0
"Svs3a",1,10,16,38,100,70,49,7
"Svs4",1,0,0,0,0,0,0,0
"Svs3b",0,3,1,1,14,5,5,1
"Svs2",2,2,0,0,0,0,0,0
"Wfdc15b",5,5,0,0,0,0,0,2
"Wfdc15a",0,0,0,0,0,0,0,1
"Wfdc12",44,67,34,57,149,106,60,59
"Wfdc5",931,1563,897,1081,1546,1151,844,1411
"Kcns1",13,27,38,9,15,7,13,27
"Stk4",1264,1972,1392,1671,2182,2222,1666,1988
"Tomm34",545,603,430,560,734,713,587,581
"Pabpc1l",1,5,1,1,1,4,4,1
"Ywhab",9120,9881,7811,9067,11612,10718,8309,9968
"Rims4",23,11,11,2,7,24,4,37
"Kcnk15",0,0,0,0,0,0,0,0
"Ccn5",983,738,739,930,1378,1105,1568,810
"Ada",391,355,272,296,439,506,378,445
"Pkig",1764,1669,1299,819,1365,1126,918,1694
"Serinc3",8126,9733,7054,6530,9117,8067,6295,10231
"Ttpal",2449,3179,2297,2553,3366,3048,2194,3388
"Hnf4a",36,10,21,2,6,9,14,9
"R3hdml",4,7,7,3,3,2,0,4
"Fitm2",1719,1898,1465,1086,1424,1365,991,1751
"Gdap1l1",17,11,8,6,13,7,6,15
"Oser1",1752,2140,1519,1643,2266,1883,1636,2427
"Jph2",3619,4109,3746,881,1994,1462,1039,4098
"Tox2",34,61,40,23,27,39,36,46
"Gtsf1l",0,0,0,0,0,1,0,0
"Mybl2",173,145,127,568,635,689,533,221
"Ift52",642,827,533,546,654,540,510,714
"Sgk2",1,3,0,0,0,4,1,0
"L3mbtl1",8,7,6,9,12,11,8,13
"Srsf6",4160,4230,3228,4368,5117,5094,3680,4800
"Ptprt",32,48,45,14,19,16,25,49
"Chd6",1186,1749,1198,894,1131,1284,935,1839
"Emilin3",255,134,119,123,117,184,110,392
"Lpin3",2233,989,957,1005,1101,1519,876,3337
"Zhx3",971,1369,954,1008,1271,1164,878,1400
"Plcg1",2612,2795,2047,2109,2605,2753,2015,3059
"Top1",2409,2619,2031,3222,3766,3966,2995,3160
"Mafb",4943,4122,3175,5668,7168,7130,6305,4704
"Gm826",0,3,1,3,3,1,1,4
"Dhx35",316,342,259,332,381,349,292,314
"Fam83d",228,330,196,621,585,513,421,308
"Ppp1r16b",396,604,366,486,780,912,634,476
"Actr5",385,410,315,323,402,407,309,335
"Slc32a1",0,0,0,0,0,0,0,0
"Arhgap40",293,407,303,161,204,166,120,414
"Adig",587,725,586,253,469,379,320,598
"Ralgapb",3673,4763,3447,4299,5282,5286,4001,4847
"Lbp",688,495,459,786,1109,1177,1291,633
"Bpi",0,0,0,0,0,0,0,0
"D630003M21Rik",130,114,125,96,100,118,87,104
"Tgm2",3457,3132,2785,2463,4678,4609,4862,2983
"Rprd1b",848,1064,822,953,1177,1171,907,1067
"Tti1",473,687,515,524,648,665,472,590
"Vstm2l",0,8,2,2,0,0,4,0
"Ctnnbl1",703,713,523,771,920,872,697,777
"Blcap",1419,1634,1121,934,1349,1207,888,1522
"Nnat",1,9,12,9,6,7,8,9
"Gm33828",3,4,0,1,4,0,1,4
"Gm14279",0,0,0,0,0,1,0,0
"Src",1694,1788,1270,1540,1673,1881,1653,1763
"Manbal",857,1002,737,740,959,772,797,948
"Ghrh",0,1,1,1,1,0,0,1
"Rpn2",3399,3368,2754,4842,6035,5764,4505,3552
"Mroh8",14,6,5,7,12,9,7,7
"Rbl1",397,419,375,875,1034,1104,734,395
"Samhd1",332,521,303,1567,2141,1656,1456,488
"Tldc2",21,20,16,4,13,8,5,21
"Soga1",891,995,829,549,688,790,778,1248
"Dsn1",105,94,101,244,268,240,220,124
"Ndrg3",1032,1075,833,629,845,921,694,1191
"Sla2",59,106,77,65,107,163,108,63
"Rab5if",1337,1474,1182,1814,2415,2145,1556,1529
"Tgif2",148,78,90,53,48,92,73,141
"Myl9",1046,1349,1210,547,805,672,623,1428
"Dlgap4",3058,3537,2354,1787,2402,2339,2101,3870
"Aar2",928,1069,771,789,1018,967,719,991
"Epb41l1",2118,2170,1639,1041,1432,1298,1188,2645
"Cnbd2",28,47,29,32,40,37,39,25
"Scand1",54,49,44,45,52,55,52,66
"Phf20",1399,1781,1308,1181,1615,1521,1233,1705
"Rbm39",3330,4488,3068,3170,3979,4250,3442,4374
"Romo1",732,706,436,481,631,536,527,606
"Nfs1",1199,1321,1062,1201,1485,1467,1150,1423
"Rbm12",1224,1250,1108,1344,1466,1399,1084,1450
"Cpne1",1602,1867,1398,1841,2377,2407,1848,1833
"Spag4",65,62,53,15,34,52,29,64
"Fer1l4",28,7,13,8,13,8,16,11
"Ergic3",1712,1900,1364,1467,1914,1777,1451,1909
"6430550D23Rik",1,2,1,1,2,1,0,2
"Cep250",265,336,219,214,279,272,270,312
"Gdf5",7,4,7,2,5,4,1,2
"Uqcc1",626,605,480,408,573,554,451,641
"Mageb3",12,4,4,6,5,6,3,14
"Fam83c",1097,849,641,637,715,805,478,1229
"Eif6",34,11,19,42,45,76,36,9
"BC029722",542,705,433,207,317,300,234,540
"Mmp24",11,17,15,7,13,13,7,21
"Procr",413,178,240,341,491,538,493,397
"Edem2",986,1142,828,1330,1611,1533,1195,1104
"Trpc4ap",2622,3032,2170,2401,3224,2948,2608,3046
"Myh7b",76,77,74,26,61,58,27,97
"Gss",802,532,513,477,521,607,428,817
"Acss2",4016,6453,4023,1373,2376,2212,1500,3620
"Ggt7",114,63,52,42,50,84,62,65
"Ncoa6",1131,1883,1244,1395,1655,1666,1329,1878
"Trp53inp2",4814,5494,4295,4898,6478,4794,4474,5872
"Pigu",868,1128,793,1150,1480,1268,938,1049
"Map1lc3a",4286,5116,3594,2291,3195,2831,2560,4358
"Dynlrb1",1391,1552,1027,1207,1624,1568,1151,1774
"Itch",2084,2802,2114,2622,3215,2913,2189,2981
"Ahcy",2939,1618,1488,3029,3431,3874,2724,2299
"a",25,5,13,1,1,1,1,9
"Eif2s2",2829,2547,2128,2987,3566,3679,2616,3439
"Raly",2480,2340,1883,2433,2930,2864,2277,2475
"Chmp4b",4155,4325,3241,3962,4805,4900,4020,4358
"Zfp341",227,351,187,128,164,162,150,331
"Pxmp4",1858,3139,2077,1890,2338,2247,1866,2519
"E2f1",365,389,281,422,504,476,392,296
"Necab3",48,54,44,43,42,58,53,65
"Actl10",3,6,3,7,2,2,1,9
"1700003F12Rik",2,5,2,0,3,6,4,3
"Cbfa2t2",1034,1475,1040,1014,1281,1284,987,1440
"Snta1",901,744,686,314,577,468,395,640
"Cdk5rap1",249,322,220,295,347,310,236,342
"Bpifb9a",0,0,0,0,0,0,0,0
"Bpifb9b",0,0,0,0,0,0,0,0
"Bpifb5",5,12,12,21,23,8,32,16
"Bpifb1",32,60,19,70,67,25,108,18
"Bpifa5",0,3,1,22,20,0,46,0
"Bpifa1",0,2,1,1,0,0,1,0
"Bpifa3",1,1,1,7,16,0,7,1
"Bpifa2",0,0,0,0,0,0,0,0
"Bpifa6",0,0,0,0,3,0,1,0
"Bpifb4",0,0,0,1,1,1,0,0
"Bpifb3",0,0,0,1,0,2,2,0
"Bpifb6",1,0,0,0,2,0,0,1
"Bpifb2",2,2,1,0,1,0,1,0
"Sun5",0,0,0,1,0,0,0,0
"Efcab8",14,31,16,11,13,20,18,26
"Gm40469",3,12,6,5,11,6,10,13
"Nsfl1c",1014,1303,901,1201,1569,1521,1179,1394
"Fkbp1a",5132,3821,3362,3222,4402,3881,3534,4330
"Sdcbp2",500,820,608,712,1284,706,738,827
"Snph",56,42,46,31,62,51,34,57
"Rad21l",34,26,25,13,22,19,8,36
"Tmem74bos",0,2,3,0,1,0,0,3
"Tmem74b",26,52,29,22,30,30,32,37
"Psmf1",688,914,634,731,1082,969,801,879
"Rspo4",186,219,161,239,328,334,275,187
"Angpt4",17,21,20,15,15,20,9,56
"Fam110a",689,666,533,1001,1221,1008,924,879
"Slc52a3",35,39,50,101,96,60,63,49
"Scrt2",16,2,10,11,15,31,15,0
"Srxn1",1390,1590,1201,2007,2640,2404,1588,1792
"Tcf15",30,24,37,5,22,13,7,15
"Csnk2a1",6638,9187,6644,6471,8319,7866,5468,8348
"Tbc1d20",5197,6687,4805,4193,5503,5920,4257,5681
"Rbck1",3326,2958,2363,2813,3491,3593,2793,2856
"Trib3",47,48,16,220,338,177,213,46
"Nrsn2",0,0,0,0,0,0,0,0
"Sox12",562,524,415,315,362,416,298,489
"Zcchc3",362,403,272,238,321,339,238,313
"6820408C15Rik",13,3,12,8,13,21,6,14
"Defb23",0,0,0,0,0,0,0,0
"Defb22",0,0,0,0,0,0,0,0
"Defb26",0,3,1,0,0,0,0,0
"Defb20",0,0,0,0,1,0,0,0
"Defb28",0,0,0,0,0,0,1,0
"Defb21",0,0,0,0,0,0,0,0
"Defb19",0,0,0,0,0,0,0,0
"Defb45",0,0,0,0,0,0,1,0
"Defb36",0,0,0,0,0,0,0,0
"Defb25",19,34,29,4,10,8,4,38
"Rem1",116,110,86,42,76,79,68,84
"H13",2953,2761,2228,2995,4246,3518,3071,2885
"Id1",1074,893,763,1665,1457,1595,1463,1145
"Cox4i2",87,85,55,49,52,39,59,87
"Bcl2l1",1435,1044,815,691,994,1142,880,1334
"Tpx2",681,607,598,1065,1052,1071,809,628
"Mylk2",3639,3787,4154,881,2565,2086,1261,3745
"Foxs1",85,26,39,24,26,27,19,75
"Dusp15",46,35,60,22,17,23,22,51
"Ttll9",1,8,1,2,1,4,2,0
"Pdrg1",980,969,806,469,731,713,550,900
"Xkr7",32,24,13,4,15,30,7,19
"Ccm2l",62,78,51,49,108,71,62,74
"Hck",148,123,94,204,292,531,324,124
"Tm9sf4",2185,3047,2212,2335,2932,2937,2216,3084
"Tspyl3",2,13,4,4,11,2,3,9
"Plagl2",1175,1619,1154,963,1187,1117,864,1735
"Pofut1",892,1098,826,841,994,956,749,977
"Kif3b",663,793,602,755,801,868,680,899
"Asxl1",2011,2227,1729,1902,2308,2483,1895,2486
"Nol4l",192,224,178,137,161,185,181,229
"Commd7",713,806,564,728,896,908,708,777
"Dnmt3b",94,122,86,305,303,308,304,130
"Mapre1",2359,2427,1936,3171,3737,3573,2730,2689
"Acss1",638,923,651,214,463,546,317,790
"Vsx1",5,4,3,2,1,3,3,5
"Entpd6",256,304,200,206,215,225,179,252
"Pygb",2467,4026,2355,1369,1579,1609,1459,2988
"Abhd12",2477,2862,1895,2143,2600,2250,2071,2699
"Gins1",73,74,63,167,191,161,123,93
"Ninl",149,221,131,101,106,120,89,224
"Nanp",137,268,141,179,206,153,181,264
"Rnf38",1757,2582,1806,1705,2230,2188,1794,2265
"Pigo",1141,1169,859,1008,1206,1202,964,1293
"Stoml2",1313,1191,939,1389,1695,1724,1221,1302
"Fam214b",1791,1422,1176,974,1459,1453,1116,2289
"Unc13b",836,1369,800,826,980,870,846,1204
"Atp8b5",4,14,4,2,2,6,5,15
"Rusc2",1565,1625,1461,1017,1692,1561,1520,1850
"Fam166b",26,27,20,24,19,39,24,25
"Tesk1",1005,1091,786,689,906,908,749,965
"Cd72",13,6,5,25,43,41,44,4
"Sit1",30,56,31,46,91,120,71,33
"Ccdc107",475,555,385,248,345,373,289,433
"Arhgef39",371,599,321,340,407,351,345,450
"Car9",174,148,81,236,246,249,280,133
"Tpm2",22097,22464,18635,5146,13729,10732,6666,23816
"Tln1",7746,8483,7060,7790,9267,10289,9334,9110
"Creb3",785,923,693,757,1134,951,904,964
"Gba2",803,1007,694,1424,1864,1259,1353,1152
"Rgp1",1036,1057,783,929,1180,967,789,1225
"Msmp",0,0,0,0,0,0,0,0
"Npr2",1127,1198,1046,421,740,691,607,1368
"Spag8",2,2,4,0,1,0,1,1
"Hint2",253,315,210,208,261,219,185,272
"Fam221b",2,4,4,2,4,3,1,5
"Tmem8b",245,314,215,101,153,132,109,273
"Olfr70",22,36,30,12,28,15,10,21
"Olfr71",0,0,0,0,0,0,0,0
"Hrct1",17,43,37,3,18,15,19,36
"Spaar",49,63,44,15,32,28,18,42
"Olfr159",0,0,0,0,0,0,0,0
"Olfr156",0,0,0,0,0,0,0,0
"Rfc3",63,58,48,61,51,56,45,55
"Nrxn1",454,509,530,262,316,167,378,737
"Fshr",0,0,0,0,0,0,0,0
"Lhcgr",1,0,1,0,0,1,0,0
"Gtf2a1l",1,0,1,0,1,0,0,1
"Ston1",624,655,534,436,514,560,503,889
"Ppp1r21",846,1181,735,948,1056,1170,804,923
"Foxn2",2193,2775,2205,2276,2875,2738,1961,2448
"Fbxo11",2046,2798,2048,2669,3340,3346,2512,2737
"Msh6",872,1118,761,1001,1078,1184,853,920
"Kcnk12",78,9,22,1,13,38,9,62
"Msh2",443,463,407,609,687,723,547,484
"Epcam",3418,4592,3286,1880,2376,2843,1790,3981
"Calm2",7379,9938,6653,5937,7000,6343,5260,8629
"Stpg4",2,1,0,1,4,3,2,5
"Ttc7",3717,5455,3417,2675,3150,3019,2327,4436
"Mcfd2",681,800,553,1155,1453,1438,1156,835
"Socs5",1979,2447,1809,2947,3462,3127,2676,2266
"Cript",856,1164,785,654,916,823,684,1043
"Pigf",249,349,217,284,361,301,294,265
"Rhoq",3014,3274,2442,1523,2308,1903,1768,2726
"LOC115488765",4,4,2,2,4,2,0,1
"Atp6v1e2",0,0,0,0,0,0,0,0
"Tmem247",0,1,1,0,0,0,0,1
"Epas1",6489,5956,5642,4955,6908,8076,7810,8688
"Prkce",827,817,626,478,637,678,593,1033
"Srbd1",529,615,425,670,697,709,603,695
"Six2",6,8,2,0,6,7,2,1
"Six3",2,6,0,0,0,0,1,4
"Camkmt",149,232,179,127,147,150,130,201
"Prepl",490,536,440,450,552,607,395,552
"Slc3a1",8,16,10,5,8,7,4,20
"Ppm1b",2174,2629,1892,1552,2153,1883,1436,2519
"Lrpprc",2837,2511,2203,2842,3614,3696,2541,2882
"Abcg8",3,6,3,4,6,2,4,8
"Abcg5",1,2,0,1,1,1,0,3
"Dync2li1",177,212,112,143,205,162,146,208
"Plekhh2",364,514,340,195,297,298,239,543
"Thada",998,975,833,1013,1123,1182,913,1145
"Zfp36l2",10150,14924,9051,5769,9075,10026,8118,11056
"Haao",49,67,54,63,117,200,106,38
"Mta3",1170,1788,1105,1427,1821,1757,1348,1666
"Kcng3",175,259,174,67,63,66,48,215
"Cox7a2l",2826,2899,2196,2510,3213,3401,2511,2629
"Eml4",2470,3074,2193,2737,2914,3135,2339,3049
"Pkdcc",540,447,447,186,389,418,308,395
"Slc8a1",460,540,472,371,460,536,400,505
"Thumpd2",124,185,101,87,89,107,70,164
"Tmem178",55,52,48,57,54,15,55,46
"Map4k3",1751,2592,1739,1452,1796,1896,1305,2349
"Cdkl4",2,7,8,10,4,7,3,9
"Sos1",1658,2389,1677,1526,2052,1765,1462,2358
"Arhgef33",69,107,75,46,39,41,52,89
"Morn2",11,10,3,5,1,8,4,11
"Dhx57",920,1064,793,895,985,984,788,1031
"Gemin6-ps",0,0,0,0,0,1,0,1
"Gemin6",4,4,5,10,6,10,8,5
"Ttc39d",1,2,3,2,2,0,0,1
"Srsf7",1899,1956,1520,2187,2514,2456,2035,2081
"Galm",317,354,286,244,322,305,241,346
"4933407O12Rik",7,15,5,12,17,10,14,6
"Hnrnpll",1694,1783,1368,1773,2016,1981,1693,1850
"Atl2",4265,6600,4488,3110,3891,3550,3012,5491
"Cyp1b1",1821,2012,1428,960,1115,1417,1148,2290
"Rmdn2",303,276,209,148,219,188,153,303
"Cdc42ep3",966,684,607,342,462,650,448,1208
"Qpct",1047,1033,811,1781,2168,1470,1652,1169
"Prkd3",1318,1768,1363,1141,1471,1497,1153,1730
"Ndufaf7",256,291,225,254,317,272,223,251
"Cebpz",1334,1534,1191,1279,1715,1595,1123,1637
"Cebpzos",166,187,142,138,194,151,135,183
"Sult6b1",0,0,0,0,1,1,1,1
"Gm26637",10,7,8,8,7,13,5,5
"Eif2ak2",269,416,237,564,762,617,495,329
"Gpatch11",318,394,263,310,379,324,296,371
"Heatr5b",793,1040,768,846,974,929,803,1067
"Strn",1752,2670,1840,2405,3098,2783,2172,2742
"Vit",605,608,468,255,340,392,252,615
"Fez2",731,711,622,556,697,715,564,705
"Crim1",2716,3549,2616,2314,2566,2858,2499,3459
"Gm40275",0,0,0,0,0,0,0,0
"Fam98a",942,1052,816,1124,1445,1321,1021,1147
"Rasgrp3",407,364,368,175,261,259,173,403
"Ltbp1",848,1072,854,1155,1544,1377,1448,1030
"Ttc27",714,691,541,774,944,955,664,722
"Birc6",5824,8209,6522,6667,7333,7724,6403,8774
"Yipf4",1822,2047,1519,1491,1981,1870,1489,1911
"Nlrc4",94,124,71,116,161,244,148,108
"Slc30a6",225,283,227,295,337,322,251,262
"Spast",1137,1383,969,1038,1121,1145,922,1330
"Dpy30",179,243,175,269,359,297,260,254
"Memo1",1628,1725,1260,1526,1883,1776,1386,2009
"Alyref2",0,0,1,0,0,0,0,0
"Srd5a2",2,0,0,0,0,0,0,1
"Xdh",4405,4968,3579,6880,11876,14512,11047,5630
"Ehd3",434,491,315,485,682,701,604,420
"Galnt14",10,5,6,0,4,1,0,9
"Capn13",1,0,0,0,0,1,0,0
"Lclat1",865,1164,872,969,1235,1199,886,1234
"Lbh",5749,2758,2716,1741,1927,3138,2156,6148
"Ypel5",1524,1734,1210,917,1455,1341,1072,1839
"Alk",21,26,20,4,21,4,10,23
"Clip4",3927,7411,4336,2739,3867,3363,2231,5569
"Pcare",42,137,64,40,75,74,51,79
"Togaram2",101,199,101,55,100,55,50,144
"Wdr43",1635,1713,1494,2378,2619,2776,1861,1941
"Spdya",24,26,33,16,17,15,12,20
"Ppp1cb",13318,14183,10654,13004,15970,14008,11509,14491
"Plb1",298,397,307,118,138,119,119,568
"Fosl2",7796,10421,7087,9319,13274,11556,11019,10398
"Babam2",579,698,498,432,647,630,546,671
"Rbks",90,83,75,78,99,118,115,106
"Mrpl33",530,620,399,432,631,423,449,526
"Slc4a1ap",711,746,600,630,798,799,654,845
"Supt7l",293,341,236,319,410,404,296,375
"Gpn1",366,340,256,356,411,414,345,393
"4930548H24Rik",1,3,1,5,0,0,0,3
"Zfp512",409,491,362,215,307,324,214,428
"Selenoi",1396,2101,1345,1540,1774,1501,1159,1534
"Drc1",2,7,2,0,2,3,2,4
"Otof",28,33,23,8,9,3,4,36
"Fam166c",0,0,0,0,0,0,0,0
"Cib4",0,0,0,0,0,0,0,0
"Kcnk3",885,886,847,348,761,703,482,934
"Slc35f6",835,786,580,683,762,861,613,963
"Cenpa",197,173,112,542,597,595,455,209
"Dpysl5",0,2,0,0,0,2,0,3
"Mapre3",1305,1097,908,463,705,852,600,1498
"Tmem214",1019,1151,922,1212,1567,1484,1298,1318
"Agbl5",1099,1359,911,888,1222,1126,1056,1352
"Emilin1",474,511,361,631,774,713,653,457
"Khk",121,182,99,86,126,101,93,144
"Cgref1",126,149,119,55,72,72,59,119
"Preb",1341,1355,1008,1164,1658,1517,1292,1261
"Prr30",12,12,6,3,4,4,4,9
"Tcf23",3,7,4,3,9,18,4,7
"Slc5a6",359,390,298,309,398,397,295,418
"Atraid",567,777,488,425,529,508,457,686
"Cad",2095,1700,1647,2403,2525,2714,2311,2022
"Slc30a3",21,8,11,1,9,3,5,26
"Dnajc5g",0,0,0,0,0,0,0,0
"Trim54",936,872,801,276,677,462,306,834
"Ucn",6,9,2,1,4,4,1,3
"Mpv17",362,392,304,314,432,400,319,432
"Gtf3c2",1787,1973,1476,2103,2424,2414,1836,2192
"Eif2b4",1520,791,742,631,853,1034,679,1921
"Snx17",2243,2300,1710,2167,2735,2732,2248,2194
"Zfp513",678,617,480,458,596,619,536,757
"Ppm1g",1539,1466,1200,2233,2642,2618,1909,1526
"Nrbp1",2639,2653,2182,2784,3750,3273,2862,2956
"Krtcap3",575,617,508,642,677,609,549,565
"Ift172",488,584,502,319,421,405,337,643
"Fndc4",410,378,345,430,499,453,447,457
"Gckr",0,0,1,0,0,0,1,0
"Efr3b",177,176,186,85,123,122,113,195
"Pomc",23,12,8,6,10,10,5,13
"Dnmt3a",1605,1871,1496,1323,1681,1599,1400,1971
"Dtnb",308,350,213,235,296,249,257,379
"Gm47978",0,0,0,0,0,0,1,3
"Asxl2",1921,2901,2131,2565,3018,2953,2419,2958
"Gm31332",3,9,7,7,8,7,10,4
"Kif3c",251,274,246,203,238,261,219,319
"Rab10",10049,12440,9428,13797,17252,14783,11804,12976
"3110082J24Rik",0,0,0,0,0,0,0,0
"Garem2",50,24,23,16,15,57,18,41
"Hadha",8106,9569,6989,6905,9223,7737,6802,9024
"Hadhb",5694,7212,5072,4933,7141,5830,4658,6768
"Adgrf3",1,6,4,4,1,7,1,2
"Dnajc27",452,470,374,199,299,224,196,459
